,클래스ID,강의시작일,강의종료일,강사명,담당 매니저,강사 구분,언어(수업),총지급 강사료,클래스 수업료,class 종류,장소
947,L0hE9WxL,2023-04-08,2023-07-12,유성아,장태양,Korean,영어,"440,000","1,100,000",Group,전남 여수시 여수산단4로 56 (중흥동)
948,pec3JwuL,2023-04-16,2023-04-17,문민성,조유진,Korean,영어,"420,000","660,000",기타,"광주 북구 앰코로 70 (오룡동, 삼성전자광주공장)"
949,bY36BE7z,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
950,pUBJZmJU,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
951,XnHjbsPT,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
952,1njLsdCo,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
953,E4GUbPRH,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
954,V1czsfT8,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
955,HZ1u8nik,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
956,TU7UhuDx,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
957,fNPaB8X8,2023-01-28,2023-06-29,정원도,유예준,Korean,영어,0,0,Group,
958,4VAVv2U7,2023-01-28,2023-06-29,송도도,유예준,Korean,영어,0,0,Group,
959,rAWxcdc0,2023-01-28,2023-06-29,송도도,유예준,Korean,영어,0,0,Group,
960,AoKJvNSH,2023-01-28,2023-06-29,송도도,유예준,Korean,영어,0,0,Group,
961,5wi944s4,2023-01-28,2023-06-29,송도도,유예준,Korean,영어,0,0,Group,
962,bbUJvCLB,2023-04-08,2023-05-08,송서원,강태윤,F2/F5/F6,영어,"150,000","330,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
963,zqwwQ1nh,2023-04-09,2023-05-16,송서원,강태윤,F2/F5/F6,영어,"150,000","330,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
964,CQgNpyRy,2023-03-01,2023-03-27,송서원,강태윤,F2/F5/F6,영어,"92,000","220,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
965,wNh4jR6d,2023-03-05,2023-04-01,송서원,강태윤,F2/F5/F6,영어,"138,000","330,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
966,ITihD1CG,2023-03-04,2023-03-27,송서원,강태윤,F2/F5/F6,영어,"100,000","220,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
967,PHRo6BIB,2023-03-05,2023-04-01,송서원,강태윤,F2/F5/F6,영어,"150,000","330,000",Language lab,"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
968,JjS4Yzl2,2023-03-25,2023-09-20,송원예,임하린,F2/F5/F6,영어,"3,300,000","5,569,740",Group,전남 나주시 다도면 신방로 255 (판촌리)
969,yL2OuxpU,2023-04-10,2023-06-21,최성수,송우진,F2/F5/F6,영어,"158,000","400,000",Language lab,
970,a3O6tKa3,2023-04-15,2023-07-23,최성수,박수호,F2/F5/F6,영어,"94,000","230,000",Co-Active Learning,"경기 성남시 분당구 분당로 55 (서현동, 분당 퍼스트타워)"
971,ipPWE1wG,2023-04-16,2023-07-23,최성수,박수호,F2/F5/F6,영어,"94,000","230,000",Co-Active Learning,경기 성남시 분당구 황새울로360번길 25 (서현동)
972,ErP8DMJE,2023-02-04,2023-04-29,윤서준,문지후,F4,영어,"520,000","1,079,000",Group,"경기 구리시 안골로 31 (교문동, 한국전력공사구리지점)"
973,h1sg7NJH,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"84,000","187,500",Group,
974,OHXPLZlu,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"94,000","187,500",Group,
975,Uf4jrh72,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"74,000","187,500",Group,
976,hSnl4Txx,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"84,000","187,500",Group,
977,tjJhYUZB,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"84,000","187,500",Group,
978,PtkbZvnr,2023-04-15,2023-07-10,문민호,윤다혜,F4,영어,"74,000","187,500",Group,
979,LRMJ3Gof,2023-04-16,2023-07-11,문민호,윤다혜,F4,영어,"56,000","125,000",Group,
980,BxKR6b8s,2023-04-16,2023-07-11,문민호,윤다혜,F4,영어,"46,000","125,000",Group,
981,opU63u00,2023-04-16,2023-07-11,문민호,윤다혜,F4,영어,"56,000","125,000",Group,
982,SDMxnfZ0,2023-04-16,2023-07-11,문민호,윤다혜,F4,영어,"56,000","125,000",Group,
983,d99F0lZV,2023-04-16,2023-07-11,문민호,윤다혜,F4,영어,"56,000","125,000",Group,
984,uqyzabeS,2022-12-04,2023-04-06,강원준,황수현,F2/F5/F6,영어,"300,000","600,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
985,RY2RTsDQ,2023-02-21,2023-05-23,강원준,강태윤,F2/F5/F6,영어,"200,000","427,500",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
986,TwVJQBaZ,2023-03-11,2023-04-17,서후도,장은우,F2/F5/F6,영어,"600,000","1,720,000",Group,대전 유성구 북유성대로488번길 12 (외삼동)
987,LehbjJfy,2022-04-24,2023-08-10,오아준,이서윤,F2/F5/F6,영어,"300,000","600,000",1:1 (임원),"서울 강남구 테헤란로 521 (삼성동, 파르나스타워)"
988,5x6QI7xm,2023-03-20,2023-04-17,박현도,강태윤,F4,영어,"80,000","164,000",Group,서울 강남구 영동대로 735 (청담동)
989,5x6QI7xm,2023-04-17,2023-04-24,박현도,강태윤,F4,영어,"40,000","82,000",Group,서울 강남구 영동대로 735 (청담동)
990,pzZoOsiX,2023-03-31,2024-03-20,박현도,이서윤,F4,영어,"320,000","900,000",1:1 (임원),"서울 강남구 봉은사로 지하 601 (삼성동, 봉은사역)"
991,KwvLdFLO,2023-04-18,2023-06-29,박현도,이서윤,F4,영어,"80,000","500,000",Group,
992,Lr7L35sa,2022-11-18,2023-05-19,이민채,오준희,F2/F5/F6,영어,"450,000","970,000",1:1 (임원),
993,Gg69Vqtu,2023-03-24,2023-04-22,문아호,유예준,F2/F5/F6,영어,0,"3,522,727",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
994,8JWkVvBV,2023-01-14,2023-04-03,윤준도,송예은,F2/F5/F6,영어,"288,000","474,000",Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
995,1j1rgGlE,2023-04-17,2023-07-10,윤준도,송예은,F2/F5/F6,영어,"144,000",0,Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
996,AeBUnJC8,2023-01-12,2023-03-30,윤준도,송예은,F2/F5/F6,영어,"120,000","197,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
997,h1EcA60b,2023-04-20,2023-04-26,윤준도,송예은,F2/F5/F6,영어,"120,000","197,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
998,vIJyO31J,2022-09-10,2023-07-23,윤준도,임예빈,F2/F5/F6,영어,"390,000","459,000",1:1 (임원),본관 6층
999,Agorgc6d,2023-02-21,2023-07-23,윤준도,임예빈,F2/F5/F6,영어,"180,000","306,000",1:1 (임원),본관 6층
1000,YAs5e8kc,2023-02-21,2023-07-23,윤준도,임예빈,F2/F5/F6,영어,"120,000","204,000",1:1 (임원),본관 6층
1001,A0U3kt9s,2022-09-03,2023-06-28,윤준도,임예빈,F2/F5/F6,영어,"240,000","408,000",1:1 (임원),본관 5층
1002,8snJGimo,2023-02-21,2023-07-23,윤준도,임예빈,F2/F5/F6,영어,"180,000","306,000",1:1 (임원),본사 6층
1003,RxpnRYvQ,2023-02-21,2023-07-23,윤준도,임예빈,F2/F5/F6,영어,"60,000","102,000",1:1 (임원),본관 6층
1004,XqqrVHbU,2023-04-18,2023-04-18,조민민,박하은,Korean,영어,"150,000","540,000",특강,
1005,sf8zR072,2023-04-22,2023-07-15,문우우,황준영,Korean,영어,"35,000","60,000",Group,"경기 수원시 팔달구 효원로 1 (매산로3가, 경기도청)"
1006,cXuWIbHC,2023-02-28,2023-07-23,문우우,한예원,Korean,영어,"140,000","278,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
1007,EufXia1x,2023-03-26,2023-06-21,문우우,오준희,Korean,영어,"140,000","360,000",Language lab,경기 화성시 동탄산단5길 10-20 (방교동)
1008,yJFKxSfZ,2023-04-16,2023-06-21,문우우,오준희,Korean,영어,"35,000","90,000",Language lab,경기 화성시 동탄산단5길 10-20 (방교동)
1009,DCZwSFs3,2022-10-15,2023-07-23,문우우,오재윤,Korean,영어,"638,000","990,000",1:1 (임원),경기 이천시 대산로288번길 107 (고담동)
1010,T0ngNCFz,2023-02-20,2023-07-23,문우우,강시우,Korean,영어,"175,000","350,000",1:1 (임원),"경기 성남시 분당구 대왕판교로645번길 16 (삼평동, NHN)"
1011,0ZuwfrkT,2023-03-26,2023-04-18,윤성지,윤하준,F2/F5/F6,영어,"350,000","540,000",Language lab,"서울 종로구 새문안로3길 30 (내수동, 대우빌딩)"
1012,wiBUzH6S,2022-09-05,2023-09-04,윤성지,강민성,F2/F5/F6,영어,"200,000","400,000",1:1 (임원),"서울 송파구 오금로36길 66 (가락동, 씨제이빌딩)"
1013,gxPiIXAd,2023-03-11,2023-05-16,윤성지,배도희,F2/F5/F6,영어,"250,000","395,000",1:1 (임원),"서울 강서구 마곡중앙8로 71 (마곡동, 엘지사이언스파크)"
1014,vTnQ39KV,2023-01-14,2023-07-23,윤성지,송아린,F2/F5/F6,영어,"350,000","700,000",1:1 (임원),서울 종로구 신문로2가 92
1015,VTiwrmwe,2022-10-03,2023-07-23,문현수,황수현,F2/F5/F6,영어,"200,000","400,000",1:1 (임원),서울 영등포구 양평동2가 12
1016,fjAiWgS0,2023-01-21,2023-04-22,문현수,김민준,F2/F5/F6,영어,"50,000","78,000",1:1 (임원),"서울 강서구 마곡중앙8로 71 (마곡동, 엘지사이언스파크)"
1017,Q8wW1Bvb,2023-03-18,2023-04-11,한원민,조서우,F2/F5/F6,영어,0,"6,995,000",Language lab,경북 경주시 양남면 나아1길 10 (나아리)
1018,UKaENDay,2023-04-11,2023-06-14,한원민,조서우,F2/F5/F6,영어,0,0,Language lab,경북 경주시 양남면 나아1길 10 (나아리)
1019,HzPgXRYR,2022-08-14,2023-05-20,오민민,정다인,F2/F5/F6,영어,"250,000","440,000",1:1 (임원),"서울 중구 동호로 330 (쌍림동, 씨제이제일제당센터)"
1020,7O2GXXlQ,2023-03-06,2023-07-12,오민민,배도희,F2/F5/F6,영어,"200,000","316,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
1021,o4vfjsPL,2023-03-04,2023-07-19,오민민,배도희,F2/F5/F6,영어,"300,000","474,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
1022,MuFhOhp3,2023-04-08,2023-07-05,임민지,서민지,F2/F5/F6,영어,"375,000","750,000",Language lab,"인천 연수구 첨단대로 107 (송도동, 삼성바이오에피스(주))"
1023,FrynCDWC,2023-04-08,2023-07-05,임민지,서민지,F2/F5/F6,영어,"250,000","500,000",Language lab,"인천 연수구 첨단대로 107 (송도동, 삼성바이오에피스(주))"
1024,QqgwAdxI,2023-04-08,2023-07-05,임민지,서민지,F2/F5/F6,영어,"250,000","500,000",Language lab,"인천 연수구 첨단대로 107 (송도동, 삼성바이오에피스(주))"
1025,hxwiovpX,2023-04-08,2023-07-05,임민지,서민지,F2/F5/F6,영어,"250,000","500,000",Language lab,"인천 연수구 첨단대로 107 (송도동, 삼성바이오에피스(주))"
1026,5rziVm6a,2022-09-28,2023-07-23,박준현,이도윤,F2/F5/F6,영어,"200,000","316,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
1027,3soaWGVr,2022-10-26,2023-07-23,박준현,이도윤,F2/F5/F6,영어,"100,000","220,000",Co-Active Learning,"경기 화성시 메타폴리스로 53 (반송동, 스타프라자)"
1028,n3swcg3H,2023-01-23,2023-07-23,장아윤,한예원,Korean,영어,"264,000","556,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
1029,qBRSGLrA,2022-10-23,2023-07-23,장아윤,한예원,Korean,영어,"165,000","347,500",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1030,6BKR7o5q,2022-10-22,2023-07-23,장아윤,한예원,Korean,영어,"198,000","417,000",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1031,sUZPFcSr,2023-02-21,2023-07-23,장아윤,한예원,Korean,영어,"132,000","278,000",1:1 (임원),"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
1032,EhCEVJcz,2023-03-26,2023-07-23,장아윤,한예원,Korean,영어,"132,000","278,000",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1033,HcxVNP3Y,2023-03-26,2023-07-23,장아윤,한예원,Korean,영어,"132,000","278,000",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
1034,odI6bbrm,2022-11-28,2023-07-23,장아윤,한예원,Korean,영어,"132,000","340,000",Language lab,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
1035,WvD2Ft2o,2023-03-18,2023-06-21,장아윤,강민성,Korean,영어,"165,000","400,000",Language lab,경기 성남시 분당구 판교로255번길 28 (삼평동)
1036,dAnVitFt,2023-03-18,2023-06-21,장아윤,강민성,Korean,영어,"99,000","240,000",Language lab,경기 성남시 분당구 판교로255번길 28 (삼평동)
1037,3OK5NilX,2022-12-22,2023-07-23,장아윤,강민성,Korean,영어,"165,000","375,000",1:1 (임원),경기 성남시 분당구 판교로255번길 28 (삼평동)
1038,uwCXvTc5,2023-03-13,2023-07-13,한현현,배도희,F2/F5/F6,영어,"200,000","316,000",1:1 (임원),"서울 강서구 마곡중앙8로 71 (마곡동, 엘지사이언스파크)"
1039,6kWMXL2u,2022-09-04,2023-07-23,한현현,문다온,F2/F5/F6,영어,"150,000","285,000",1:1 (임원),"서울 강서구 마곡동로 110 (마곡동, 코오롱one&only타워)"
1040,zLh8IbRT,2022-09-24,2023-07-23,한현현,문다온,F2/F5/F6,영어,"150,000","285,000",1:1 (임원),"서울 강서구 마곡동로 110 (마곡동, 코오롱one&only타워)"
1041,kkHieFlO,2023-03-26,2023-09-20,한현현,황수현,F2/F5/F6,영어,"350,000","700,000",Co-Active Learning,"서울 영등포구 63로 50 (여의도동, 63한화생명빌딩)"
1042,LGf68jx9,2023-04-16,2023-09-20,한현현,황수현,F2/F5/F6,영어,"100,000","200,000",Co-Active Learning,서울 영등포구 여의도동 60
1043,GFfdXjOh,2023-04-08,2023-09-20,한현현,황수현,F2/F5/F6,영어,"250,000","500,000",Co-Active Learning,서울 영등포구 여의도동 60
1044,X0zIbki4,2023-04-15,2023-07-23,임윤은,박수호,F2/F5/F6,영어,"110,000","230,000",Co-Active Learning,"경기 성남시 분당구 분당로 55 (서현동, 분당 퍼스트타워)"
1045,p9XqKe4z,2023-01-31,2023-04-16,윤우윤,정유나,Korean,영어,0,"382,500",Language lab,"충남 서산시 대산읍 평신2로 26 (화곡리, 현대오일뱅크사원연립주택)"
1046,f59RCE6Z,2023-01-29,2023-04-02,윤우윤,정유나,Korean,영어,0,"255,000",Language lab,"충남 서산시 대산읍 평신2로 26 (화곡리, 현대오일뱅크사원연립주택)"
1047,Q7niam58,2023-03-25,2023-06-21,윤우윤,유연서,Korean,영어,"2,700,000","4,000,000",Group,"충남 서산시 대산읍 평신2로 26 (화곡리, 현대오일뱅크사원연립주택)"
1048,SOfMhbzr,2023-02-05,2023-04-18,김민민,한승현,Korean,영어,"280,000","525,000",Group,"경기 화성시 동탄반석로 160 (반송동, 동탄 지웰 에스테이트)"
1049,0ddsijaI,2023-01-31,2023-05-02,한채윤,이시윤,Korean,영어,"231,000","665,000",Group,서울 강남구 테헤란로 129 (역삼동)
1050,WixzQCN0,2022-12-17,2023-10-21,한채윤,이시윤,Korean,영어,"297,000","855,000",Group,서울 강남구 테헤란로 129 (역삼동)
1051,wAeVjgsM,2022-07-25,2023-07-23,한채윤,문다온,Korean,영어,"165,000","425,000",Group,
1052,Kar21GFo,2023-02-21,2023-05-23,한채윤,강태윤,Korean,영어,"247,500","600,000",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
1053,YquhId1Y,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"198,000","462,000",Group,
1054,dHklA1bs,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"198,000","462,000",Group,
1055,cM72wyBT,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"198,000","462,000",Group,
1056,aE9Fw2oG,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"165,000","385,000",Group,
1057,WtBcHeIH,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"165,000","385,000",Group,
1058,il1vvN3C,2023-02-04,2023-04-12,한채윤,정다인,Korean,영어,"165,000","385,000",Group,
1059,XfIVhpS6,2023-04-20,2023-07-13,한채윤,유예준,Korean,영어,"99,000","330,000",Intensive,"서울 영등포구 문래로28길 25 (문래동3가, 영시티)"
1060,6Niu3VAM,2023-02-18,2023-04-29,한채윤,문다온,Korean,영어,"264,000","720,000",Group,"서울 강남구 테헤란로 301 (역삼동, 삼정빌딩)"
1061,nvO3KZqk,2022-06-26,2023-07-23,임예윤,한예원,Korean,영어,"350,000","695,000",Group,경기 성남시 분당구 분당내곡로 117 (백현동)
1062,S4FX6bBi,2023-03-18,2023-06-21,임예윤,강민성,Korean,영어,"175,000","400,000",Language lab,
1063,dT3DDGRE,2023-03-18,2023-06-21,임예윤,강민성,Korean,영어,"105,000","240,000",Language lab,아이엔씨 빌딩 3층
1064,SBrGTItL,2022-08-21,2023-07-23,임예윤,강민성,Korean,영어,"140,000","300,000",Co-Active Learning,경기 성남시 분당구 판교로255번길 28 (삼평동) 6층
1065,9t4TOXwH,2022-12-13,2023-07-18,임예윤,유하늘,Korean,영어,"70,000","170,000",1:1 (임원),경기 용인시 수지구 디지털벨리로 101 (죽전동)
1066,Z3wLWFs7,2023-03-21,2023-06-21,오민아,오준희,Korean,영어,"110,000","270,000",Language lab,경기 화성시 동탄산단5길 10-20 (방교동)
1067,IX4ZsSLT,2023-03-18,2023-06-21,오민아,오준희,Korean,영어,"120,000","270,000",Language lab,경기 화성시 동탄산단5길 10-20 (방교동)
1068,T0kkfuUK,2023-03-20,2023-06-21,오민아,오준희,Korean,영어,"120,000","270,000",Language lab,램리서치 동탄 3층
1069,Ye0XoqPa,2023-04-15,2023-07-07,오민아,한승현,Korean,영어,"225,000","400,000",Group,"충남 천안시 서북구 번영로 467 (성성동, 삼성SDI(주)) 프랭클린 룸"
1070,fOMVB4OY,2023-03-04,2023-07-23,오민아,서예린,Korean,영어,"180,000","342,000",Co-Active Learning,"경기 평택시 고덕면 삼성로 144 (여염리, 삼성전자(주) 평택캠퍼스)"
1071,8pRdQglI,2023-03-04,2023-07-23,오민아,서예린,Korean,영어,"160,000","304,000",Co-Active Learning,"경기 평택시 고덕면 삼성로 144 (여염리, 삼성전자(주) 평택캠퍼스)"
1072,rKboSkdS,2023-03-25,2023-06-21,박예윤,장태양,Korean,영어,"5,000,000","7,570,500",상주,"경남 사천시 사남면 공단1로 141 (유천리, BAT코리아제조)"
1073,n6Nox0LV,2023-03-25,2023-06-21,박예윤,장태양,Korean,영어,0,0,상주,"경남 사천시 사남면 공단1로 141 (유천리, BAT코리아제조)"
1074,KWg4W1Ej,2023-04-11,2023-05-10,윤원은,유예준,Korean,영어,"432,000","1,140,000",Intensive,"서울 서대문구 신촌로 203 (대현동, 핀란드타워)"
1075,lYxNwD0p,2023-01-21,2023-07-23,정준민,박하은,F2/F5/F6,영어,"150,000","300,000",1:1 (임원),
1076,K8yIYBR0,2023-04-20,2023-05-11,황도현,임하린,Korean,영어,"122,000","165,000",Group,광주 광산구 하남산단6번로 107 (오선동)
1077,6R0nByd8,2021-09-26,2023-07-23,황도현,임하린,Korean,영어,"420,000","550,000",1:1 (임원),광주광역시 광산구 하남산단 6번로 107 삼성전자 1캠퍼스 냉장고동 2층 AW회의실
